,Pais,Tipo,Bodegas,Nombre y año,Región,Rating,Valoraciones,Precio,Año
229,Portugal,Tinto,Sandeman,Vintage Port 2016,Porto ,4.2,48,76.17,2016
230,Portugal,Tinto,Niepoort,Douro Batuta Tinto 2019,Douro ,4.2,45,82.4,2019
231,Portugal,Tinto,António Saramago,Reserva Branco 2016,Península de Setúbal ,4.2,33,22.99,2016
232,Portugal,Tinto,Filipa Pato,Nossa Calcário 2021,Bairrada ,4.2,26,35.65,2021
233,Portugal,Tinto,Filipa Pato,Nossa Calcário Branco 2021,Beiras ,4.2,25,24.2,2021
234,Portugal,Tinto,Anselmo Mendes,Expressoes 2019,Monção e Melgaço ,4.2,25,24.0,2019
235,Portugal,Tinto,Fonseca,10 Year Old Tawny Port N.V.,Porto ,4.1,3115,27.68,N.V.
236,Portugal,Tinto,Ramos Pinto,Quinta de Ervamoira 10 Year Old Tawny Port N.V.,Porto ,4.1,3951,34.05,N.V.
237,Portugal,Tinto,Taylor's,10 Year Old Tawny Port N.V.,Porto ,4.1,12642,23.8,N.V.
238,Portugal,Tinto,Sandeman,10 Years Old Tawny Porto N.V.,Porto ,4.1,3065,25.49,N.V.
239,Portugal,Tinto,Ramos Pinto,Duas Quintas Tinto 2019,Douro ,4.1,2696,12.55,2019
240,Portugal,Tinto,Soalheiro,Alvarinho 2021,Monção e Melgaço ,4.1,2456,12.85,2021
241,Portugal,Tinto,Quinta do Crasto,Crasto Superior Red 2018,Douro ,4.1,2113,15.61,2018
242,Portugal,Tinto,Soalheiro,Granit Alvarinho 2021,Monção e Melgaço ,4.1,1397,12.77,2021
243,Portugal,Tinto,Ramos Pinto,Porto Reserva Adriano Branco N.V.,Porto ,4.1,1384,16.76,N.V.
244,Portugal,Tinto,Quinta de La Rosa,Tonel 12 10 Years Old Tawny Port N.V.,Porto ,4.1,870,29.1,N.V.
245,Portugal,Tinto,Quinta do Noval,Cedro do Noval 2018,Duriense ,4.1,728,16.5,2018
246,Portugal,Tinto,Niepoort,Douro Vertente Tinto 2019,Douro ,4.1,693,18.95,2019
247,Portugal,Tinto,Quinta do Noval,Cedro do Noval 2019,Duriense ,4.1,691,18.5,2019
248,Portugal,Tinto,Justino's Madeira,Malvasia 10 Years Old Madeira N.V.,Madeira ,4.1,487,30.31,N.V.
