"Id","imagen","Bodegas","Nombre y año","Región","Rating","Valoraciones","Precio","Comentarios"
"https://www.vivino.com/ES/es/marques-de-riscal-reserva-xr/w/7388608?year=2016&price_id=25294866","https://images.vivino.com/thumbs/B16FOepaS1aO5WPtys9Hdg_pb_x300.png","Marqués de Riscal","Reserva XR 2016","Rioja, España","4,3","1137 valoraciones","",""
"https://www.vivino.com/ES/es/pago-de-los-capellanes-crianza-tinto/w/16226?year=2020&price_id=31792804","https://images.vivino.com/thumbs/PtA1A516RK6KClme7eBSCQ_pb_x300.png","Pago de Los Capellanes","Crianza Tinto 2020","Ribera del Duero, España","4,3","1050 valoraciones","",""
"https://www.vivino.com/ES/es/tarima-alicante-bouschet-by-tarima/w/8803139?year=2017&price_id=25515043","https://images.vivino.com/thumbs/ENW2v3cOQ4uEnxroVZULMw_pb_x300.png","Volver","Alicante Bouschet by Tarima 2017","Alicante, España","4,3","784 valoraciones","",""
"https://www.vivino.com/ES/es/castillo-perelada-finca-malaveina-empord/w/99336?year=2017&price_id=23029318","https://images.vivino.com/thumbs/wNQN2vk9TZGDampZmxHr6Q_pb_x300.png","Castillo Perelada","Finca Malaveïna 2017","Empordà, España","4,3","780 valoraciones","",""
"https://www.vivino.com/ES/es/la-rioja-alta-vina-arana-gran-reserva-rioja/w/7311113?year=2015&price_id=31792805","https://images.vivino.com/thumbs/Mjc-2YuNSP68Im0TXCWaLA_pb_x300.png","La Rioja Alta","Viña Arana Gran Reserva 2015","Rioja, España","4,3","765 valoraciones","",""
"https://www.vivino.com/ES/es/enate-chardonnay-fermentado-en-barrica/w/9063?year=2020&price_id=27624459","https://images.vivino.com/thumbs/gVC3njVPQUivFPQs8fG0jQ_pb_x300.png","Enate","Chardonnay Fermentado en Barrica 2020","Somontano, España","4,3","635 valoraciones","",""
"https://www.vivino.com/ES/es/es-aster-finca-el-otero/w/1253646?year=2016&price_id=25377249","https://images.vivino.com/thumbs/jDVJ-PKjRJ-NexoqZid1hg_pb_x300.png","Áster","Finca El Otero 2016","Ribera del Duero, España","4,3","614 valoraciones","",""
"https://www.vivino.com/ES/es/ontanon-queiron-mi-lugar-la-rioja-red-wine-v/w/8105663?year=2018&price_id=27014124","https://images.vivino.com/thumbs/JJlBXDzxSRGZbFJCfx8lNA_pb_x300.png","Ontañón","Queirón Mi Lugar 2018","Rioja, España","4,3","602 valoraciones","",""
"https://www.vivino.com/ES/es/castillo-perelada-finca-malaveina-empord/w/99336?year=2018&price_id=26181223","https://images.vivino.com/thumbs/wNQN2vk9TZGDampZmxHr6Q_pb_x300.png","Castillo Perelada","Finca Malaveïna 2018","Empordà, España","4,3","595 valoraciones","",""
"https://www.vivino.com/ES/es/juan-gil-jumilla-blue-label/w/1713612?year=2020&price_id=30290177","https://images.vivino.com/thumbs/FmXe_svsQxK4FRxWnFcOnA_pb_x300.png","Juan Gil","Jumilla Blue Label 2020","Jumilla, España","4,3","585 valoraciones","","Destacado en El mejor 25 Spanish Monastrell vinos en España en este momento"
"https://www.vivino.com/ES/es/dominio-do-bibei-lapola/w/1147593?year=2019&price_id=30472095","https://images.vivino.com/thumbs/Kw8JvF37Qxysy-Gz_NCoNA_pb_x300.png","Dominio do Bibei","Lapola 2019","Ribeira Sacra, España","4,3","547 valoraciones","","Cosecha más antigua disponible"
"https://www.vivino.com/ES/es/lustau-pedro-ximenez-murillo-seleccion-del-centenario/w/1169782?price_id=6564991","https://images.vivino.com/thumbs/rwyCfc6_QXyprsMekh8bmw_pb_x300.png","Lustau","Pedro Ximénez Murillo Selección del Centenario N.V.","Jerez-Xérès-Sherry, España","4,3","536 valoraciones","",""
"https://www.vivino.com/ES/es/bodegas-san-roman-tinto/w/1136158?year=2019&price_id=29479773","https://images.vivino.com/thumbs/pqg9eWT0RKOWdU_hCeOLCA_pb_x300.png","Bodegas San Román","Tinto 2019","Toro, España","4,3","518 valoraciones","",""
"https://www.vivino.com/ES/es/hispano-suizas-bassus-pinot-noir/w/1193017?year=2020&price_id=27984160","https://images.vivino.com/thumbs/rBBDgfruRiWlL25dMh9vxQ_pb_x300.png","Hispano Suizas","Bassus Pinot Noir 2020","Utiel-Requena, España","4,3","407 valoraciones","",""
"https://www.vivino.com/ES/es/emilio-moro-la-revelia-godello-bierzo/w/6306232?year=2019&price_id=28853845","https://images.vivino.com/thumbs/B2cvfyqMS3eUO_2WTIOipA_pb_x300.png","Emilio Moro","La Revelía Godello 2019","Bierzo, España","4,3","368 valoraciones","",""
"https://www.vivino.com/ES/es/figuero-vinas-viejas/w/2391563?year=2018&price_id=27072080","https://images.vivino.com/thumbs/tWOsqNrHRwKcreHmfbdXiw_pb_x300.png","Figuero","Viñas Viejas 2018","Ribera del Duero, España","4,3","367 valoraciones","",""
"https://www.vivino.com/ES/es/emilio-moro-vendimia-seleccionada/w/6304704?year=2019&price_id=28818914","https://images.vivino.com/thumbs/HIW2WHqpTDqh0oHdDWJeCg_pb_x300.png","Emilio Moro","Vendimia Seleccionada 2019","Ribera del Duero, España","4,3","356 valoraciones","",""
"https://www.vivino.com/ES/es/masies-davinyo-abadal-three-9/w/1385716?year=2018&price_id=27671452","https://images.vivino.com/thumbs/KpN9u2djQoyJE6hOD0I32Q_pb_x300.png","Abadal","3.9 2018","Pla de Bages, España","4,3","327 valoraciones","",""
"https://www.vivino.com/ES/es/es-de-muller-legitim-crianza/w/1210435?year=2019&price_id=27703666","https://images.vivino.com/thumbs/YnE7f3XxSxeyvcnGsEmXvw_pb_x300.png","De Muller","Legítim Crianza 2019","Priorato, España","4,3","296 valoraciones","",""
"https://www.vivino.com/ES/es/lan-a-mano-rioja/w/1187293?year=2019&price_id=27890894","https://images.vivino.com/thumbs/FabOknN7RiSBqeDpRCSc6Q_pb_x300.png","Lan","A Mano Rioja 2019","Rioja, España","4,3","260 valoraciones","",""
"https://www.vivino.com/ES/es/hispano-suizas-bobos-finca-casa-la-borracha/w/1937521?year=2020&price_id=28453254","https://images.vivino.com/thumbs/csDW58FEQ_WGE_nT5aijkQ_pb_x300.png","Hispano Suizas","Bobos Finca Casa la Borracha 2020","Utiel-Requena, España","4,3","254 valoraciones","",""
"https://www.vivino.com/ES/es/pago-de-vallegarcia-hipperia-red-blend/w/1667257?year=2018&price_id=27194839","https://images.vivino.com/thumbs/L1nQMYl8SxaWfHo5u-drOg_pb_x300.png","Pago de Vallegarcía","Hipperia Red Blend 2018","Castilla, España","4,3","229 valoraciones","",""
"https://www.vivino.com/ES/es/pago-de-vallegarcia-montes-de-toledo-syrah/w/1133054?year=2019&price_id=29596910","https://images.vivino.com/thumbs/fzBF9dajScSAUtsP9kR5ew_pb_x300.png","Pago de Vallegarcía","Montes de Toledo Syrah 2019","Castilla, España","4,3","216 valoraciones","",""
"https://www.vivino.com/ES/es/bodegas-leda-vinas-viejas-vinas-viejas-tempranillo/w/1164218?year=2017&price_id=27474027","https://images.vivino.com/thumbs/8dWvzCWTTL-tnxwkFunisQ_pb_x300.png","Leda","Viñas Viejas Tempranillo 2017","Castilla y León, España","4,3","212 valoraciones","",""
"https://www.vivino.com/ES/es/tridente-prieto-picudo/w/1535476?year=2016&price_id=17710143","https://images.vivino.com/thumbs/Ykaei4OPR42ydKUifhKJLw_pb_x300.png","Tridente","Prieto Picudo 2016","Castilla y León, España","4,3","210 valoraciones","",""
"https://www.vivino.com/ES/es/vinos-guerra-reserva-vermouth-rojo/w/3009979?price_id=26647301","https://images.vivino.com/thumbs/LuuCvY3xQ_ij5xtCrL366g_pb_x300.png","Vinos Guerra","Reserva Vermouth Rojo N.V.","Bierzo, España","4,3","196 valoraciones","",""
"https://www.vivino.com/ES/es/pago-de-vallegarcia-vallegarcia-viognier/w/1144208?year=2019&price_id=26195429","https://images.vivino.com/thumbs/jN990O1LR8K92UWLOUfMEQ_pb_x300.png","Pago de Vallegarcía","Vallegarcia Viognier 2019","Castilla, España","4,3","183 valoraciones","",""
"https://www.vivino.com/ES/es/la-rioja-alta-vina-ardanza-reserva/w/7973?year=2016&price_id=31344032","https://images.vivino.com/thumbs/WLyWx1cvSGe7KcPsIlFtig_pb_x300.png","La Rioja Alta","Viña Ardanza Reserva 2016","Rioja, España","4,3","167 valoraciones","",""
"https://www.vivino.com/ES/es/dehesa-del-carrizal-petit-verdot/w/2006729?year=2018&price_id=27895346","https://images.vivino.com/thumbs/Oz9FyRp2QH2BBvKHeIvJIg_pb_x300.png","Dehesa del Carrizal","Petit Verdot 2018","Dehesa del Carrizal, España","4,3","162 valoraciones","",""
"https://www.vivino.com/ES/es/losada-altos-de-losada/w/1176060?year=2020&price_id=29613222","https://images.vivino.com/thumbs/i9aYzkZ2T_25ypI_Gsd3fQ_pb_x300.png","Losada","Altos de Losada 2020","Bierzo, España","4,3","160 valoraciones","",""
"https://www.vivino.com/ES/es/alonso-pedrajo-suane-blanco/w/4463071?year=2017&price_id=26420156","https://images.vivino.com/thumbs/_Db-4HNVTSG-kIDOU_gn8w_pb_x300.png","Alonso & Pedrajo","Suañé Blanco 2017","Rioja, España","4,3","153 valoraciones","",""
"https://www.vivino.com/ES/es/dominio-de-atauta-dominio-de-atauta/w/13651?year=2019&price_id=30488480","https://images.vivino.com/thumbs/DK2DW0s0Sd2WJ-eTfY70jw_pb_x300.png","Dominio de Atauta","Dominio de Atauta 2019","Ribera del Duero, España","4,3","144 valoraciones","",""
"https://www.vivino.com/ES/es/alta-alella-orbus/w/2735037?year=2016&price_id=27808647","https://images.vivino.com/thumbs/UaE9ElpnRJ2qlLpSdMYLaw_pb_x300.png","Alta Alella","Orbus 2016","Alella, España","4,3","138 valoraciones","",""
"https://www.vivino.com/ES/es/es-espelt-coma-bruna/w/2810970?year=2017&price_id=28376831","https://images.vivino.com/thumbs/4gAE_sDyQnioxL8m3C1onQ_pb_x300.png","Espelt","Coma Bruna 2017","Empordà, España","4,3","133 valoraciones","",""
"https://www.vivino.com/ES/es/bodegas-y-vinedos-valderiz-sl-juegabolos/w/1246179?year=2017&price_id=26658007","https://images.vivino.com/thumbs/V85YMqx1Q32DyRVLAy1MuQ_pb_x300.png","Valderiz","Juegabolos 2017","Ribera del Duero, España","4,3","118 valoraciones","","La cosecha más económica disponible"
"https://www.vivino.com/ES/es/costerduo-tinto/w/6721516?year=2017&price_id=29794774","https://images.vivino.com/thumbs/uK_c1RNVR--2lrCiAB2afQ_pb_x300.png","Costerduo","Tinto 2017","Priorato, España","4,3","114 valoraciones","","Esta cosecha tiene mejor valoración que cualquier otro año de este vino"
"https://www.vivino.com/ES/es/naia-naiades/w/87931?year=2018&price_id=29997894","https://images.vivino.com/thumbs/TdIxxvXKQ6ezmUU1txFg5A_pb_x300.png","Naia","Naiades 2018","Rueda, España","4,3","111 valoraciones","","Última cosecha disponible"
"https://www.vivino.com/ES/es/coca-i-fito-negre/w/1212299?year=2013&price_id=27003104","https://images.vivino.com/thumbs/5lnCs1bZToe5npHQorN-jg_pb_x300.png","Coca i Fitó","Negre 2013","Montsant, España","4,3","100 valoraciones","","Entre el 1 % superior de todos los vinos del mundo"
"https://www.vivino.com/ES/es/valtravieso-vendimia-seleccionada-vt/w/1171623?year=2018&price_id=27507394","https://images.vivino.com/thumbs/7tSa-Ok4SIOs5-G3ddvwCw_pb_x300.png","Valtravieso","Vendimia Seleccionada VT 2018","Ribera del Duero, España","4,3","98 valoraciones","",""
"https://www.vivino.com/ES/es/mar-de-frades-rias-baixas-albarino-finca-valinas/w/1146614?year=2017&price_id=29181783","","Mar de Frades","Rias Baixas Albariño Finca Valiñas 2017","Rías Baixas, España","4,3","98 valoraciones","",""
"https://www.vivino.com/ES/es/tridente-prieto-picudo/w/1535476?year=2018&price_id=22825792","https://images.vivino.com/thumbs/Ykaei4OPR42ydKUifhKJLw_pb_x300.png","Tridente","Prieto Picudo 2018","Castilla y León, España","4,3","89 valoraciones","",""
"https://www.vivino.com/ES/es/bosque-de-matasnos-bosque-de-matasnos-etiqueta-blanca/w/1220886?year=2020&price_id=31571761","https://images.vivino.com/thumbs/aNEJs9HdSZGvgJdMNIjZAA_pb_x300.png","Bosque de Matasnos","Bosque de Matasnos Etiqueta Blanca 2020","Ribera del Duero, España","4,3","88 valoraciones","",""
"https://www.vivino.com/ES/es/vina-salceda-rioja-reserva-conde-de-la-salceda/w/2076441?year=2017&price_id=27066686","https://images.vivino.com/thumbs/bczR4waeS1aIlWbfXsHomg_pb_x300.png","Viña Salceda","Rioja Reserva Conde De La Salceda 2017","Rioja, España","4,3","86 valoraciones","",""
"https://www.vivino.com/ES/es/pradorey-finca-la-mina-reserva/w/2530496?year=2018&price_id=31092986","https://images.vivino.com/thumbs/BTmruDEVT-ebjVZfE8oYcA_pb_x300.png","Pradorey","Finca La Mina Reserva 2018","Ribera del Duero, España","4,3","83 valoraciones","",""
"https://www.vivino.com/ES/es/senorio-de-libano-reserva/w/99089?year=2016&price_id=29919422","https://images.vivino.com/thumbs/JFiNtEwLQM692pzjpBkbmw_pb_x300.png","Señorío de Libano","Reserva 2016","Rioja, España","4,3","82 valoraciones","","Cosecha más antigua disponible"
"https://www.vivino.com/ES/es/avancia-godello/w/1210648?year=2021&price_id=30251675","https://images.vivino.com/thumbs/fctlC5omTt6w6uTdeWH1Ng_pb_x300.png","Avancia","Godello 2021","Valdeorras, España","4,3","82 valoraciones","",""
"https://www.vivino.com/ES/es/bodega-tesalia-arcos-de-la-frontera/w/6153610?year=2019&price_id=30414530","https://images.vivino.com/thumbs/XPF6R6fKQAiBEd2KksZ1hA_pb_x300.png","Bodega Tesalia","Arcos de la Frontera 2019","Andalucía, España","4,3","77 valoraciones","",""
"https://www.vivino.com/ES/es/rupestre-de-alpera-gold-rupestre-garnacha-tintorera/w/8328781?year=2019&price_id=30321289","https://images.vivino.com/thumbs/Ty_iLnbTRIq02rd5SbuM7w_pb_x300.png","Rupestre de Alpera","Gold Rupestre Garnacha Tintorera 2019","La Mancha, España","4,3","71 valoraciones","","Popular entre los usuarios de Vivino. Más de 70 valoraciones"
"https://www.vivino.com/ES/es/mustiguillo-finca-terrerazo/w/99555?year=2020&price_id=30886490","https://images.vivino.com/thumbs/0_-jhPeGSSKIvDR3z1maww_pb_x300.png","Mustiguillo","Finca Terrerazo 2020","El Terrerazo, España","4,3","68 valoraciones","",""
"https://www.vivino.com/ES/es/bodegas-yzaguirre-selection-1884-vermouth-gran-reserva/w/2653352?price_id=25699371","https://images.vivino.com/thumbs/A-_LZWLcSdOlv2rlg6xspQ_pb_x300.png","Bodegas Yzaguirre","Selectión 1884 Vermouth Gran Reserva N.V.","Cataluña, España","4,3","66 valoraciones","",""
"https://www.vivino.com/ES/es/compania-de-vinos-trico-nicolas-albarino/w/1634161?year=2018&price_id=27060376","https://images.vivino.com/thumbs/-gAClUrGTJWW5jqOFhV9xA_pb_x300.png","Compañía de Vinos Tricó","Nicolás Albariño 2018","Rías Baixas, España","4,3","63 valoraciones","","Buena relación entre calidad y precio. Los vinos similares generalmente cuestan un 46 % más."
"https://www.vivino.com/ES/es/leticia-alvarez-duran-dual/w/5196552?year=2018&price_id=27594870","https://images.vivino.com/thumbs/Tv21i264SfWIpA1M8dBCgg_pb_x300.png","Alvarez Duran","Dual 2018","Priorato, España","4,3","62 valoraciones","",""
"https://www.vivino.com/ES/es/akutain-reserva/w/2804069?year=2015&price_id=28811925","https://images.vivino.com/thumbs/68PgdS7xRh67OL4RKGgoug_pb_x300.png","Bodega Akutain","Reserva 2015","Rioja, España","4,3","62 valoraciones","",""
"https://www.vivino.com/ES/es/arnaiz-ribera-del-duero-gran-reserva/w/2860313?year=2010&price_id=27036499","https://images.vivino.com/thumbs/l4VbmHVnRJqKXGOuy7-crA_pb_x300.png","Arnaiz","Ribera del Duero Gran Reserva 2010","Ribera del Duero, España","4,3","60 valoraciones","",""
"https://www.vivino.com/ES/es/valenciso-rioja-rioja-blanco/w/1647969?year=2021&price_id=30661494","https://images.vivino.com/thumbs/gQT00nOIT_KGOlaLm4aKhA_pb_x300.png","VALENCISO","Rioja Blanco 2021","Rioja, España","4,3","60 valoraciones","","Última cosecha disponible"
"https://www.vivino.com/ES/es/figuero-vinas-viejas/w/2391563?year=2019&price_id=29563542","https://images.vivino.com/thumbs/tWOsqNrHRwKcreHmfbdXiw_pb_x300.png","Figuero","Viñas Viejas 2019","Ribera del Duero, España","4,3","59 valoraciones","",""
"https://www.vivino.com/ES/es/bodega-aida-i-luis-tahulla-moscatel-blanco-seco/w/7395809?year=2018&price_id=24256749","https://images.vivino.com/thumbs/et03y5P0RkGYTyujCvNkPg_pb_x300.png","Bodega Aida i Luis","Tahúlla Moscatel Blanco Seco 2018","Alicante, España","4,3","56 valoraciones","",""
"https://www.vivino.com/ES/es/albet-i-noya-finca-la-milana-penedes/w/79837?year=2018&price_id=27408475","https://images.vivino.com/thumbs/h3dXZZKhS8KavGOYJ4f4Mg_pb_x300.png","Albet i Noya","Finca La Milana Penedès 2018","Penedès, España","4,3","54 valoraciones","",""
"https://www.vivino.com/ES/es/finca-la-capilla-la-capilla-vendimia-seleccionada/w/1133110?year=2019&price_id=30167810","https://images.vivino.com/thumbs/Cl_uT2uqShq90rqlHp_UVA_pb_x300.png","Finca La Capilla","La Capilla Vendimia Seleccionada 2019","Ribera del Duero, España","4,3","53 valoraciones","",""
"https://www.vivino.com/ES/es/es-de-muller-lo-cabalo-reserva/w/1381526?year=2016&price_id=28955692","https://images.vivino.com/thumbs/cSraYkZOQdqqPmm0O--VDw_pb_x300.png","De Muller","Lo Cabaló Reserva 2016","Priorato, España","4,3","54 valoraciones","","Buena relación entre calidad y precio. Los vinos similares generalmente cuestan cerca de 2 veces más."
"https://www.vivino.com/ES/es/bodega-sommos-coleccion-chardonnay/w/7748581?year=2020&price_id=28922374","https://images.vivino.com/thumbs/aD_ExwG0QNG7zN1yZy3gMQ_pb_x300.png","Bodega Sommos","Coleccion Chardonnay 2020","Somontano, España","4,3","52 valoraciones","","Popular entre los usuarios de Vivino. Más de 50 valoraciones"
"https://www.vivino.com/ES/es/attis-sitta-pereiras-blanco-dulce/w/4686481?year=2020&price_id=30458919","https://images.vivino.com/thumbs/uZmTNegZQi681XwBFdJUaQ_pb_x300.png","Attis","Sitta Pereiras Blanco Dulce 2020","Rías Baixas, España","4,3","52 valoraciones","","La cosecha más económica disponible"
"https://www.vivino.com/ES/es/cellers-grifoll-declara-gran-predicat-blanc/w/7416583?year=2018&price_id=27602650","https://images.vivino.com/thumbs/hut57FPMQb2RhnOuEgdV1g_pb_x300.png","Cellers Grifoll Declara","Gran Predicat Blanc 2018","Priorato, España","4,3","51 valoraciones","","Popular entre los usuarios de Vivino. Más de 50 valoraciones"
"https://www.vivino.com/ES/es/bodegas-ateca-atteca-armas-garnacha-old-vines/w/1204799?year=2020&price_id=31397649","https://images.vivino.com/thumbs/eIOKszz8RN-klq-bwAKycA_pb_x300.png","Bodegas Ateca","Atteca Armas Garnacha Old Vines 2020","Calatayud, España","4,3","48 valoraciones","",""
"https://www.vivino.com/ES/es/juan-pinero-fino-en-rama-camborio-fortified-wine/w/8456883?price_id=28905846","https://images.vivino.com/thumbs/YEC4f70MT56bBUU_2x1IGA_pb_x300.png","Juan Pinero","Fino En Rama Camborio N.V.","Jerez-Xérès-Sherry, España","4,3","47 valoraciones","","Entre el 4 % superior de todos los vinos del mundo"
"https://www.vivino.com/ES/es/alvear-pedro-ximenez-de-anada/w/2028826?year=2018&price_id=29013748","https://images.vivino.com/thumbs/eHtCxq6YQEi6vDnv7E05Gw_pb_x300.png","Alvear","Pedro Ximénez de Añada 2018","Montilla-Moriles, España","4,3","47 valoraciones","",""
"https://www.vivino.com/ES/es/castell-d-encus-taleia/w/1203731?year=2019&price_id=31347389","https://images.vivino.com/thumbs/e5oTP-LKT0-jsJ01t1miUQ_pb_x300.png","Castell d'Encus","Taleia 2019","Costers del Segre, España","4,3","47 valoraciones","",""
"https://www.vivino.com/ES/es/bodegas-roda-roda-reserva-rioja/w/18715?year=2019&price_id=31251788","https://images.vivino.com/thumbs/2nbvbEK7SYW9i7dkke-BPA_pb_x300.png","Bodegas Roda","Roda Reserva Rioja 2019","Rioja, España","4,3","46 valoraciones","",""
"https://www.vivino.com/ES/es/vulcano-de-lanzarote-malvasia-volcanica-seco/w/1746304?year=2022&price_id=31190749","https://images.vivino.com/thumbs/xT6mVLEaT22jfE2l50tolg_pb_x300.png","Vulcano de Lanzarote","Malvasía Volcánica Seco 2022","Lanzarote, España","4,3","45 valoraciones","",""
"https://www.vivino.com/ES/es/alvaro-domecq-seventeen-thirty-amontillado/w/5441464?price_id=25511557","https://images.vivino.com/thumbs/7jhq-1XNT0CLHKgfdgbCbw_pb_x300.png","Álvaro Domecq","1730 Amontillado N.V.","Jerez Amontillado, España","4,3","44 valoraciones","",""
"https://www.vivino.com/ES/es/terra-remota-clos-amae/w/9695312?year=2018&price_id=26499993","https://images.vivino.com/thumbs/yoV22lmVTz6-eOUA5GTujQ_pb_x300.png","Terra Remota","Clos Amae 2018","Empordà, España","4,3","43 valoraciones","",""
"https://www.vivino.com/ES/es/gramona-vi-de-glass-gewurztraminer/w/1433204?year=2017&price_id=23205971","https://images.vivino.com/thumbs/QyzxTRd-SaSNgRyj_NqU_w_pb_x300.png","Gramona","Vi De Glass Gewürztraminer 2017","Cataluña, España","4,3","39 valoraciones","",""
"https://www.vivino.com/ES/es/dehesa-del-carrizal-coleccion-privada/w/1180600?year=2018&price_id=29769131","https://images.vivino.com/thumbs/ZFu47Q6pRkmrfRBLInOWJA_pb_x300.png","Dehesa del Carrizal","Colección Privada 2018","Dehesa del Carrizal, España","4,3","39 valoraciones","",""
"https://www.vivino.com/ES/es/castro-candaz-la-vertical/w/4317169?year=2020&price_id=30928053","https://images.vivino.com/thumbs/YjzwtWH-TdmYQEPOXS8RCg_pb_x300.png","Castro Candaz","La Vertical 2020","Ribeira Sacra, España","4,3","37 valoraciones","",""
"https://www.vivino.com/ES/es/muga-flor-de-muga-blanco/w/9567895?year=2019&price_id=30520430","https://images.vivino.com/thumbs/c_0Znm0pR6GKx8nlptN5nQ_pb_x300.png","Muga","Flor de Muga Blanco 2019","Rioja, España","4,3","37 valoraciones","","Esta cosecha tiene mejor valoración que cualquier otro año de este vino"
"https://www.vivino.com/ES/es/gramona-mart-xarel-lo-vermell-penedes/w/5645872?year=2022&price_id=30774779","https://images.vivino.com/thumbs/Qgvi3UQtRMeS9_Fw1M3CFw_pb_x300.png","Gramona","Mart Xarel-lo Vermell 2022","Penedès, España","4,3","36 valoraciones","",""
"https://www.vivino.com/ES/es/habla-no-28/w/10587895?year=2019&price_id=29281429","https://images.vivino.com/thumbs/W0mzhw3pQtaSAUcw5ySomQ_pb_x300.png","Habla","No. 28 2019","Extremadura, España","4,3","34 valoraciones","",""
"https://www.vivino.com/ES/es/abel-mendoza-monge-viura/w/1683772?year=2020&price_id=27075385","https://images.vivino.com/thumbs/ETdPSaClTN6SIbeiaoslYg_pb_x300.png","Abel Mendoza Monge","Viura 2020","Rioja, España","4,3","34 valoraciones","",""
"https://www.vivino.com/ES/es/pasanau-germans-sl-finca-la-planeta/w/1124899?year=2015&price_id=27003883","https://images.vivino.com/thumbs/sBHiXTriSyWEoAGM0WqbxQ_pb_x300.png","Celler Pasanau","Finca la Planeta 2015","Priorato, España","4,3","34 valoraciones","",""
"https://www.vivino.com/ES/es/de-moya-sofia-noble/w/7337855?year=2017&price_id=29566737","https://images.vivino.com/thumbs/hLJ0fCujQTKjJTZkcMGi4Q_pb_x300.png","De Moya","Sofia Noble 2017","Valencia, España","4,3","33 valoraciones","","Popular entre los usuarios de Vivino. Más de 30 valoraciones"
"https://www.vivino.com/ES/es/luzon-por-ti-jumilla/w/1513140?year=2019&price_id=29492425","https://images.vivino.com/thumbs/78AXg3vSR0OLBTmKyvtYhw_pb_x300.png","Luzon","Por Tí 2019","Jumilla, España","4,3","32 valoraciones","","Esta cosecha tiene mejor valoración que cualquier otro año de este vino"
"https://www.vivino.com/ES/es/matarromera-verdejo-fermentado-en-barrica/w/1973235?year=2018&price_id=29846174","https://images.vivino.com/thumbs/_WzTyjgxSQ-yn1qH7Uw-xQ_pb_x300.png","Matarromera","Verdejo Fermentado en Barrica 2018","Rueda, España","4,3","31 valoraciones","","La cosecha más económica disponible"
"https://www.vivino.com/ES/es/pago-de-vallegarcia-montes-de-toledo-syrah/w/1133054?year=2020&price_id=29855075","https://images.vivino.com/thumbs/fzBF9dajScSAUtsP9kR5ew_pb_x300.png","Pago de Vallegarcía","Montes de Toledo Syrah 2020","Castilla, España","4,3","26 valoraciones","",""
"https://www.vivino.com/ES/es/san-cobate-branco/w/9327677?year=2018&price_id=27818832","https://images.vivino.com/thumbs/zG9-5U5-TqaxXG9N6-X6qg_pb_x300.png","San Cobate","Branco 2018","Rueda, España","4,3","26 valoraciones","",""
"https://www.vivino.com/ES/es/marques-de-riscal-rioja-reserva/w/1163903?year=2016&price_id=27076780","https://images.vivino.com/thumbs/VgbHG1MESSGtZvTihXcvqA_pb_x300.png","Marqués de Riscal","Rioja Reserva 2016","Rioja, España","4,2","19979 valoraciones","",""
"https://www.vivino.com/ES/es/emilio-moro-ribera-del-duero-ribera-del-duero/w/1386686?year=2019&price_id=26985137","https://images.vivino.com/thumbs/e0wO4yb-ROyCQVfsd6r-ow_pb_x300.png","Emilio Moro","Ribera del Duero 2019","Ribera del Duero, España","4,2","5698 valoraciones","",""
"https://www.vivino.com/ES/es/marques-de-murrieta-reserva-rioja-finca-ygay/w/10998?year=2017&price_id=27629129","https://images.vivino.com/thumbs/dHMyNYCFQ82jPhgGiQkyow_pb_x300.png","Marqués de Murrieta","Reserva Rioja (Finca Ygay) 2017","Rioja, España","4,2","4269 valoraciones","",""
"https://www.vivino.com/ES/es/protos-twentyseven-ribera-del-duero/w/1224334?year=2018&price_id=25328610","https://images.vivino.com/thumbs/kIW-R9baRMGWt_RXBTcPfw_pb_x300.png","Protos","27 Ribera del Duero 2018","Ribera del Duero, España","4,2","3871 valoraciones","",""
"https://www.vivino.com/ES/es/terras-gauda-terras-gauda-o-rosal/w/3704?year=2021&price_id=27399308","https://images.vivino.com/thumbs/Ew9KV7vqQL2ThHCMKfKkmw_pb_x300.png","Terras Gauda","Terras Gauda O'Rosal 2021","Rías Baixas, España","4,2","3326 valoraciones","",""
"https://www.vivino.com/ES/es/bodegas-arzuaga-navarro-sl-ribera-del-duero-crianza/w/7932?year=2019&price_id=27315190","https://images.vivino.com/thumbs/u_K6vdDZTp2yCKPyw4JO5g_pb_x300.png","Arzuaga","Ribera del Duero Crianza 2019","Ribera del Duero, España","4,2","3175 valoraciones","",""
"https://www.vivino.com/ES/es/r-lopez-de-heredia-vina-bosconia-reserva/w/1662058?year=2008&price_id=27473965","https://images.vivino.com/thumbs/eDyHmY-EQcG28_Ezlpgq5A_pb_x300.png","R. López de Heredia","Viña Bosconia Reserva 2008","Rioja Alta, España","4,2","3112 valoraciones","",""
"https://www.vivino.com/ES/es/tinto-pesquera-crianza/w/2317863?year=2019&price_id=28278879","https://images.vivino.com/thumbs/a752NpqASDGyz9ZuOnq0gA_pb_x300.png","Tinto Pesquera","Crianza 2019","Ribera del Duero, España","4,2","3054 valoraciones","",""
"https://www.vivino.com/ES/es/beronia-rioja-gran-reserva/w/1233459?year=2011&price_id=27212988","https://images.vivino.com/thumbs/EmQu5zOiTASfOeaKOPXkVg_pb_x300.png","Beronia","Rioja Gran Reserva 2011","Rioja, España","4,2","2603 valoraciones","",""
"https://www.vivino.com/ES/es/alto-moncayo-veraton-garnacha/w/98783?year=2018&price_id=26657943","https://images.vivino.com/thumbs/i5YuCh0oQcGOhjr6lLgiJw_pb_x300.png","Alto Moncayo","Veraton Garnacha 2018","Campo de Borja, España","4,2","2398 valoraciones","",""
